code,name,city,state,fare,adj_fare,year
DLH,Duluth International,Duluth,MN,520.39,557.75,2015
HTS,Tri-State/Milton J. Ferguson Field,Ashland,WV,234.03,250.83,2015
MBS,MBS International,Saginaw/Bay City/Midland,MI,554.66,594.49,2015
SGU,St George Regional,St. George,UT,478.16,512.49,2015
SCE,University Park,State College,PA,570.18,611.12,2015
GFK,Grand Forks International,Grand Forks,ND,334.79,358.83,2015
COU,Columbia Regional,Columbia,MO,475.76,509.93,2015
CWA,Central Wisconsin,Mosinee,WI,533.24,571.52,2015
EWN,Coastal Carolina Regional,New Bern/Morehead/Beaufort,NC,443.98,475.85,2015
HLN,Helena Regional,Helena,MT,540.77,579.6,2015
BFL,Meadows Field,Bakersfield,CA,556.77,596.75,2015
LNK,Lincoln Airport,Lincoln,NE,516.74,553.84,2015
CMI,University of Illinois/Willard,Champaign/Urbana,IL,533.18,571.46,2015
LSE,La Crosse Regional,La Crosse,WI,556.77,596.75,2015
AEX,Alexandria International,Alexandria,LA,507.17,543.59,2015
PSE,Mercedita,Ponce,PR,257.27,275.74,2015
MLU,Monroe Regional,Monroe,LA,495.17,530.72,2015
ITH,Ithaca Tompkins Regional,Ithaca/Cortland,NY,520.18,557.53,2015
LYH,Lynchburg Regional/Preston Glenn Field,Lynchburg,VA,498.82,534.64,2015
KTN,Ketchikan International,Ketchikan,AK,500.1,536.01,2015
ERI,Erie International/Tom Ridge Field,Erie,PA,462.06,495.24,2015
CPR,Casper/Natrona County International,Casper,WY,505.94,542.26,2015
ORH,Worcester Regional,Worcester,MA,297.77,319.15,2015
LRD,Laredo International,Laredo,TX,398.43,427.04,2015
BRO,Brownsville South Padre Island International,Brownsville,TX,460.11,493.14,2015
SPI,Abraham Lincoln Capital,Springfield,IL,299.73,321.25,2015
FSM,Fort Smith Regional,Fort Smith,AR,531.41,569.57,2015
PVU,Provo Municipal,Provo,UT,90.4,96.89,2015
ABI,Abilene Regional,Abilene,TX,459.93,492.96,2015
SAF,Santa Fe Municipal,Santa Fe,NM,468.95,502.62,2015
MHK,Manhattan Regional,Manhattan/Ft. Riley,KS,506.33,542.68,2015
GRI,Central Nebraska Regional,Grand Island,NE,252.7,270.84,2015
GUM,Guam International,Guam,TT,1283.29,1375.44,2015
YUM,Yuma MCAS/Yuma International,Yuma,AZ,538.04,576.67,2015
ISN,Sloulin Field International,Williston,ND,698.44,748.59,2015
BET,Bethel Airport,Bethel,AK,417.82,447.82,2015
CLL,Easterwood Field,College Station/Bryan,TX,463.08,496.33,2015
YKM,Yakima Air Terminal/McAllister Field,Yakima,WA,397.81,426.38,2015
SUN,Friedman Memorial,Sun Valley/Hailey/Ketchum,ID,481.85,516.45,2015
MTJ,Montrose Regional,Montrose/Delta,CO,457.51,490.36,2015
SBY,Salisbury-Ocean City/Wicomico Regional,Salisbury,MD,432.59,463.65,2015
ACV,California Redwood Coast Humboldt County,Arcata/Eureka,CA,698.16,748.28,2015
PUW,Pullman Moscow Regional,Pullman,WA,380.48,407.8,2015
EAT,Pangborn Memorial,Wenatchee,WA,361.87,387.86,2015
FLG,Flagstaff Pulliam,Flagstaff,AZ,459.43,492.42,2015
LWS,Lewiston Nez Perce County,Lewiston,ID,431.3,462.27,2015
LCH,Lake Charles Regional,Lake Charles,LA,467.88,501.47,2015
SIT,Sitka Rocky Gutierrez,Sitka,AK,454.57,487.21,2015
EGE,Eagle County Regional,Eagle,CO,707.16,757.93,2015
PIH,Pocatello Regional,Pocatello,ID,613.8,657.87,2015
ACT,Waco Regional,Waco,TX,489.16,524.28,2015
PSM,Portsmouth International at Pease,Portsmouth,NH,121.21,129.91,2015
PGV,Pitt Greenville,Greenville,NC,437.77,469.2,2015
ROW,Roswell International Air Center,Roswell,NM,560.35,600.59,2015
SJT,San Angelo Regional/Mathis Field,San Angelo,TX,464.01,497.33,2015
TYR,Tyler Pounds Regional,Tyler,TX,475.85,510.02,2015
TWF,Joslin Field - Magic Valley Regional,Twin Falls,ID,640.67,686.67,2015
MQT,Sawyer International,Marquette,MI,552.05,591.68,2015
ALW,Walla Walla Regional,Walla Walla,WA,341.22,365.72,2015
FLO,Florence Regional,Florence,SC,410.19,439.64,2015
ACK,Nantucket Memorial,Nantucket,MA,600.17,643.26,2015
VLD,Valdosta Regional,Valdosta,GA,585.23,627.25,2015
DHN,Dothan Regional,Dothan,AL,722.39,774.26,2015
ADQ,Kodiak Airport,Kodiak,AK,588.67,630.94,2015
SUX,Sioux Gateway/Col. Bud Day Field,Sioux City,IA,481.16,515.71,2015
SCC,Deadhorse Airport,Deadhorse,AK,453.78,486.36,2015
LAW,Lawton-Fort Sill Regional,Lawton/Fort Sill,OK,497.91,533.66,2015
RDD,Redding Municipal,Redding,CA,487.09,522.06,2015
SPS,Sheppard AFB/Wichita Falls Municipal,Wichita Falls,TX,458.56,491.49,2015
CKB,North Central West Virginia,Clarksburg/Fairmont,WV,132.29,141.79,2015
JLN,Joplin Regional,Joplin,MO,482.13,516.75,2015
BGM,Greater Binghamton/Edwin A. Link Field,Binghamton,NY,463.08,496.33,2015
GTR,Golden Triangle Regional,Columbus,MS,633.44,678.93,2015
TXK,Texarkana Regional-Webb Field,Texarkana,AR,492.51,527.87,2015
DBQ,Dubuque Regional,Dubuque,IA,477.89,512.21,2015
HVN,Tweed New Haven,New Haven,CT,416.01,445.88,2015
CSG,Columbus Airport,Columbus,GA,531.52,569.68,2015
ABY,Southwest Georgia Regional,Albany,GA,602.15,645.39,2015
OME,Nome Airport,Nome,AK,511.9,548.65,2015
OTZ,Ralph Wien Memorial,Kotzebue,AK,528.82,566.79,2015
BRW,Wiley Post/Will Rogers Memorial,Barrow,AK,495.43,531,2015
COD,Yellowstone Regional,Cody,WY,535.19,573.61,2015
BJI,Bemidji Regional,Bemidji,MN,610.83,654.68,2015
HDN,Yampa Valley,Hayden,CO,546.43,585.67,2015
PPG,Pago Pago International,Pago Pago,TT,1046.48,1121.62,2015
ABR,Aberdeen Regional,Aberdeen,SD,665.28,713.05,2015
BQK,Brunswick Golden Isles,Brunswick,GA,514.46,551.39,2015
SMX,Santa Maria Public/Capt. G. Allan Hancock Field,Santa Maria,CA,428.83,459.62,2015
BPT,Jack Brooks Regional,Beaumont/Port Arthur,TX,408.42,437.75,2015
STC,St. Cloud Regional,St. Cloud,MN,192.83,206.67,2015
BTM,Bert Mooney,Butte,MT,545.55,584.73,2015
ART,Watertown International,Watertown,NY,542.53,581.49,2015
HGR,Hagerstown Regional-Richard A. Henson Field,Hagerstown,MD,87.35,93.62,2015
OGS,Ogdensburg International,Ogdensburg,NY,612.33,656.3,2015
GGG,East Texas Regional,Longview,TX,480.49,514.99,2015
GCC,Gillette Campbell County,Gillette,WY,592.23,634.76,2015
GCK,Garden City Regional,Garden City,KS,506.73,543.11,2015
MVY,Martha's Vineyard Airport,Martha's Vineyard,MA,622.1,666.76,2015
CIU,Chippewa County International,Sault Ste. Marie,MI,552.17,591.82,2015
SPN,Francisco C. Ada Saipan International,Saipan,TT,575.16,616.45,2015
RHI,Rhinelander/Oneida County,Rhinelander,WI,620.97,665.56,2015
RKS,Southwest Wyoming Regional,Rock Springs,WY,547.85,587.19,2015
BRD,Brainerd Lakes Regional,Brainerd,MN,579.6,621.22,2015
IPT,Williamsport Regional,Williamsport,PA,507.4,543.84,2015
EAU,Chippewa Valley Regional,Eau Claire,WI,564.04,604.54,2015
HOB,Lea County Regional,Hobbs,NM,442.06,473.8,2015
ALO,Waterloo Regional,Waterloo,IA,457.36,490.2,2015
MEI,Key Field,Meridian,MS,522.24,559.74,2015
PAH,Barkley Regional,Paducah,KY,468.2,501.82,2015
PLN,Pellston Regional Airport of Emmet County,Pellston,MI,636.14,681.81,2015
DUT,Unalaska Airport,Unalaska,AK,975.7,1045.75,2015
CMX,Houghton County Memorial,Hancock/Houghton,MI,583.83,625.75,2015
IMT,Ford,Iron Mountain/Kingsfd,MI,582.15,623.95,2015
OWB,Owensboro Daviess County Regional,Owensboro,KY,108.41,116.19,2015
HHH,Hilton Head Airport,Hilton Head,SC,480.92,515.45,2015
MKG,Muskegon County,Muskegon,MI,401.29,430.11,2015
EKO,Elko Regional,Elko,NV,734.49,787.23,2015
LAR,Laramie Regional,Laramie,WY,497.15,532.85,2015
DIK,Dickinson - Theodore Roosevelt Regional,Dickinson,ND,641.96,688.06,2015
ESC,Delta County,Escanaba,MI,548.51,587.9,2015
PSG,Petersburg James A Johnson,Petersburg,AK,439.12,470.64,2015
HIB,Range Regional,Hibbing,MN,655.65,702.73,2015
OGD,Ogden-Hinckley,Ogden,UT,84.83,90.92,2015
CDC,Cedar City Regional,Cedar City,UT,338.05,362.32,2015
BFF,Western Neb. Regional/William B. Heilig Field,Scottsbluff,NE,664.76,712.49,2015
LBF,North Platte Regional Airport Lee Bird Field,North Platte,NE,636.88,682.6,2015
MMH,Mammoth Lakes Airport,Mammoth Lakes,CA,208.29,223.25,2015
SHD,Shenandoah Valley Regional,Staunton,VA,542.28,581.22,2015
CDV,Merle K Mudhole Smith,Cordova,AK,451.46,483.88,2015
HYS,Hays Regional,Hays,KS,460.96,494.06,2015
GUC,Gunnison-Crested Butte Regional,Gunnison,CO,565.39,605.99,2015
JMS,Jamestown Regional,Jamestown,ND,506.89,543.29,2015
WRG,Wrangell Airport,Wrangell,AK,460.41,493.47,2015
CGI,Cape Girardeau Regional,Cape Girardeau,MO,480.1,514.58,2015
AKN,King Salmon Airport,King Salmon,AK,860.3,922.07,2015
UIN,Quincy Regional-Baldwin Field,Quincy,IL,477.69,511.99,2015
APN,Alpena County Regional,Alpena,MI,604.18,647.56,2015
PUB,Pueblo Memorial,Pueblo,CO,436.55,467.89,2015
INL,Falls International Einarson Field,International Falls,MN,699.58,749.81,2015
PRC,Ernest A. Love Field,Prescott,AZ,618.5,662.91,2015
PIB,Hattiesburg-Laurel Regional,Hattiesburg/Laurel,MS,506.76,543.15,2015
VEL,Vernal Regional,Vernal,UT,681.63,730.57,2015
TBN,Waynesville-St. Robert Regional Forney Field,Fort Leonard Wood,MO,471.57,505.43,2015
CNY,Canyonlands Field,Moab,UT,354.98,380.47,2015
DLG,Dillingham Airport,Dillingham,AK,977.44,1047.62,2015
DVL,Devils Lake Regional,Devils Lake,ND,536.01,574.5,2015
MKK,Molokai,Hoolehua,HI,226.36,242.61,2015
ENA,Kenai Municipal,Kenai,AK,700.75,751.06,2015
HYA,Barnstable Municipal-Boardman/Polando Field,Hyannis,MA,424.18,454.64,2015
OTH,Southwest Oregon Regional,North Bend/Coos Bay,OR,447.26,479.37,2015
PQI,Northern Maine Regional at Presque Isle,Presque Isle/Houlton,ME,509.93,546.54,2015
YAK,Yakutat Airport,Yakutat,AK,515.8,552.84,2015
LWB,Greenbrier Valley,Lewisburg,WV,401.69,430.53,2015
LBL,Liberal Mid-America Regional,Liberal,KS,529.73,567.77,2015
EAR,Kearney Regional,Kearney,NE,685.95,735.2,2015
LNY,Lanai Airport,Lanai,HI,750.11,803.97,2015
HOM,Homer Airport,Homer,AK,862.68,924.62,2015
LEB,Lebanon Municipal,Lebanon-Hanover,NH,449.94,482.24,2015
MWA,Veterans Airport of Southern Illinois,Marion/Herrin,IL,519.52,556.82,2015
AUG,Augusta State,Augusta/Waterville,ME,394.76,423.1,2015
RUT,Rutland - Southern Vermont Regional,Rutland,VT,467.77,501.36,2015
PVC,Provincetown Municipal,Provincetown,MA,548.5,587.88,2015
GST,Gustavus Airport,Gustavus,AK,1454,1558.4,2015
RKD,Knox County Regional,Rockland,ME,544.82,583.94,2015
BHB,Hancock County-Bar Harbor,Bar Harbor,ME,502.72,538.82,2015
ALS,San Luis Valley Regional/Bergman Field,Alamosa,CO,547.57,586.88,2015
CDB,Cold Bay Airport,Cold Bay,AK,1009.17,1081.63,2015
SLK,Adirondack Regional,Saranac Lake/Lake Placid,NY,580.88,622.59,2015
CYS,Cheyenne Regional/Jerry Olson Field,Cheyenne,WY,674.06,722.46,2015
IRK,Kirksville Regional,Kirksville,MO,416.92,446.86,2015
ADK,Adak,Adak Island,AK,819.25,878.07,2015
DDC,Dodge City Regional,Dodge City,KS,688.05,737.45,2015
VDZ,Valdez Pioneer Field,Valdez,AK,950.95,1019.24,2015
SDY,Sidney Richland Regional,Sidney,MT,499.9,535.8,2015
SDP,Sand Point,Sandpoint,AK,900.42,965.07,2015
MAZ,Eugenio Maria de Hostos,Mayaguez,PR,506.47,542.84,2015
PIR,Pierre Regional,Pierre,SD,683.86,732.96,2015
CEZ,Cortez Municipal,Cortez,CO,548.25,587.62,2015
MCK,McCook Ben Nelson Regional,McCook,NE,382,409.43,2015
VQS,Antonio Rivera Rodriguez,Vieques,PR,535.67,574.13,2015
PDT,Eastern Oregon Regional at Pendleton,Pendleton,OR,297.33,318.68,2015
CDR,Chadron Municipal,Chadron,NE,407.25,436.49,2015
GGW,Wokal Field/Glasgow International,Glasgow,MT,706,756.69,2015
ATY,Watertown Regional,Watertown,SD,765.5,820.46,2015
TVF,Thief River Falls Regional,Thief River Falls,MN,711.17,762.23,2015
MSS,Massena International-Richards Field,Massena,NY,415.58,445.42,2015
SNP,St. Paul Island,St. Paul,AK,930.72,997.55,2015
GDV,Dawson Community,Glendive,MT,681.75,730.7,2015
OLF,L. M. Clayton,Wolf Point,MT,604.8,648.23,2015
AOO,Altoona-Blair County,Altoona,PA,366.31,392.61,2015
DUJ,DuBois Regional,DuBois,PA,525.33,563.05,2015
AIA,Alliance Municipal,Alliance,NE,799.6,857.01,2015
PGA,Page Municipal,Page,AZ,1136.5,1218.1,2015
MGW,Morgantown Municipal-Walter L. Bill Hart Field,Morgantown,WV,535.23,573.66,2015
HVR,Havre City-County,Havre,MT,540.67,579.49,2015
SOW,Show Low Regional,Show Low,AZ,509.38,545.95,2015
ROP,Benjamin Taisacan Manglona International,Rota,TT,159.29,170.72,2015
JST,John Murtha Johnstown-Cambria County,Johnstown,PA,578.83,620.39,2015
MCE,Merced Regional/Macready Field,Merced,CA,385,412.64,2015
MCG,McGrath Airport,McGrath,AK,1329,1424.42,2015
YNG,Youngstown-Warren Regional,Youngstown/Warren,OH,97.31,104.29,2015
LNS,Lancaster Airport,Lancaster,PA,235.33,252.23,2015
CPX,Benjamin Rivera Noriega,Culebra,PR,607,650.58,2015
UST,Northeast Florida Regional,St. Augustine,FL,143.76,154.08,2015
SHR,Sheridan County,Sheridan,WY,833.4,893.24,2015
ILG,New Castle,Wilmington,DE,151.03,161.88,2015
WRL,Worland Municipal,Worland,WY,659.44,706.79,2015
RIW,Riverton Regional,Riverton/Lander,WY,761.1,815.75,2015
IGM,Kingman Airport,Kingman,AZ,431.25,462.21,2015
UNK,Unalakleet Airport,Unalakleet,AK,632,677.38,2015
FMN,Four Corners Regional,Farmington,NM,738.85,791.9,2015
VIS,Visalia Municipal,Visalia,CA,524.6,562.27,2015
JHW,Chautauqua County/Jamestown,Jamestown,NY,346.43,371.31,2015
CEC,Jack McNamara Field,Crescent City,CA,556.39,596.34,2015
CLD,McClellan-Palomar,Carlsbad,CA,437.39,468.8,2015
HON,Huron Regional,Huron,SD,706.5,757.23,2015
PKB,Mid-Ohio Valley Regional,Parkersburg,WV,539.1,577.8,2015
LAX,Los Angeles International,Los Angeles,CA,361.85,383.69,2016
ORD,Chicago O'Hare International,Chicago-O'Hare,IL,338.31,358.72,2016
DEN,Denver International,Denver,CO,326.1,345.78,2016
ATL,Hartsfield-Jackson Atlanta International,Atlanta,GA,373.26,395.78,2016
SFO,San Francisco International,San Francisco,CA,397.63,421.62,2016
BOS,Logan International,Boston,MA,367.32,389.49,2016
SEA,Seattle/Tacoma International,Seattle,WA,337.83,358.22,2016
EWR,Newark Liberty International,Newark,NJ,449.14,476.25,2016
DFW,Dallas/Fort Worth International,Dallas-DFW,TX,351.52,372.73,2016
JFK,John F. Kennedy International,New York-JFK,NY,402.53,426.82,2016
LGA,LaGuardia,New York-La Guardia,NY,336.43,356.74,2016
PHX,Phoenix Sky Harbor International,Phoenix,AZ,340.3,360.84,2016
MCO,Orlando International,Orlando,FL,261.16,276.92,2016
MSP,Minneapolis-St Paul International,Minneapolis,MN,415.71,440.8,2016
LAS,McCarran International,Las Vegas,NV,233.54,247.63,2016
PHL,Philadelphia International,Philadelphia,PA,373.47,396.01,2016
SAN,San Diego International,San Diego,CA,350.22,371.36,2016
DTW,Detroit Metro Wayne County,Detroit,MI,393.17,416.9,2016
BWI,Baltimore/Washington International Thurgood Marshall,Baltimore,MD,326.54,346.25,2016
FLL,Fort Lauderdale-Hollywood International,Fort Lauderdale,FL,252.58,267.82,2016
DCA,Ronald Reagan Washington National,Washington-Reagan National,DC,343.57,364.3,2016
IAH,George Bush Intercontinental/Houston,Houston-Intercontinental,TX,443.96,470.75,2016
PDX,Portland International,Portland,OR,334.67,354.87,2016
TPA,Tampa International,Tampa,FL,307.14,325.68,2016
AUS,Austin - Bergstrom International,Austin,TX,374.5,397.1,2016
SLC,Salt Lake City International,Salt Lake City,UT,392.69,416.38,2016
SJC,Norman Y. Mineta San Jose International,San Jose,CA,316.26,335.35,2016
MDW,Chicago Midway International,Chicago-Midway,IL,293.27,310.97,2016
CLT,Charlotte Douglas International,Charlotte,NC,449.64,476.78,2016
MIA,Miami International,Miami,FL,313.75,332.69,2016
OAK,Metropolitan Oakland International,Oakland,CA,299.57,317.65,2016
RDU,Raleigh-Durham International,Raleigh/Durham,NC,374.29,396.87,2016
SMF,Sacramento International,Sacramento,CA,353.35,374.67,2016
BNA,Nashville International,Nashville,TN,378.6,401.45,2016
STL,St Louis Lambert International,St. Louis,MO,368.24,390.46,2016
MCI,Kansas City International,Kansas City,MO,375.26,397.91,2016
DAL,Dallas Love Field,Dallas-Love Field,TX,267.35,283.49,2016
IAD,Washington Dulles International,Washington-Dulles,DC,458.22,485.87,2016
HNL,Daniel K Inouye International,Honolulu,HI,358.79,380.44,2016
IND,Indianapolis International,Indianapolis,IN,356.61,378.13,2016
CLE,Cleveland-Hopkins International,Cleveland,OH,348.69,369.73,2016
MSY,Louis Armstrong New Orleans International,New Orleans,LA,324.9,344.51,2016
PIT,Pittsburgh International,Pittsburgh,PA,388,411.41,2016
SNA,John Wayne Airport-Orange County,Santa Ana,CA,358.71,380.36,2016
HOU,William P Hobby,Houston-Hobby,TX,334.84,355.04,2016
CVG,Cincinnati/Northern Kentucky International,Cincinnati,OH,430.48,456.46,2016
SAT,San Antonio International,San Antonio,TX,393.52,417.27,2016
CMH,John Glenn Columbus International,Columbus,OH,388.54,411.98,2016
MKE,General Mitchell International,Milwaukee,WI,353.28,374.6,2016
BDL,Bradley International,Hartford,CT,387.54,410.93,2016
SJU,Luis Munoz Marin International,San Juan,PR,302.36,320.61,2016
RSW,Southwest Florida International,Fort Myers,FL,287.13,304.46,2016
JAX,Jacksonville International,Jacksonville,FL,386.85,410.2,2016
BUR,Bob Hope,Burbank,CA,287.22,304.56,2016
BUF,Buffalo Niagara International,Buffalo,NY,336.76,357.08,2016
PBI,Palm Beach International,West Palm Beach/Palm Beach,FL,315.56,334.6,2016
ONT,Ontario International,Ontario,CA,346.38,367.28,2016
OMA,Eppley Airfield,Omaha,NE,403.35,427.69,2016
ABQ,Albuquerque International Sunport,Albuquerque,NM,373.92,396.48,2016
PVD,Theodore Francis Green State,Providence,RI,349.68,370.79,2016
MEM,Memphis International,Memphis,TN,398.98,423.06,2016
RIC,Richmond International,Richmond,VA,425.02,450.67,2016
OKC,Will Rogers World,Oklahoma City,OK,414.67,439.69,2016
BOI,Boise Air Terminal,Boise,ID,356.79,378.32,2016
LGB,Long Beach Airport,Long Beach,CA,227.15,240.86,2016
GEG,Spokane International,Spokane,WA,357.64,379.22,2016
ORF,Norfolk International,Norfolk,VA,436,462.31,2016
ANC,Ted Stevens Anchorage International,Anchorage,AK,459.36,487.08,2016
SDF,Louisville International-Standiford Field,Louisville,KY,421.72,447.17,2016
CHS,Charleston AFB/International,Charleston,SC,381.38,404.4,2016
GRR,Gerald R. Ford International,Grand Rapids,MI,402.11,426.37,2016
RNO,Reno/Tahoe International,Reno,NV,357,378.55,2016
TUS,Tucson International,Tucson,AZ,388.22,411.65,2016
OGG,Kahului Airport,Kahului,HI,306.67,325.18,2016
ELP,El Paso International,El Paso,TX,399.36,423.47,2016
ALB,Albany International,Albany,NY,393.22,416.95,2016
TUL,Tulsa International,Tulsa,OK,422.56,448.06,2016
DSM,Des Moines International,Des Moines,IA,394.5,418.3,2016
BHM,Birmingham-Shuttlesworth International,Birmingham,AL,449.05,476.15,2016
ROC,Greater Rochester International,Rochester,NY,383.59,406.73,2016
SYR,Syracuse Hancock International,Syracuse,NY,410.65,435.44,2016
GSP,Greenville-Spartanburg International,Greer,SC,433.87,460.05,2016
MSN,Dane County Regional-Truax Field,Madison,WI,527.68,559.53,2016
PWM,Portland International Jetport,Portland,ME,418.64,443.91,2016
LIT,Bill and Hillary Clinton Nat Adams Field,Little Rock,AR,441.24,467.87,2016
MHT,Manchester-Boston Regional,Manchester,NH,374.4,396.99,2016
SAV,Savannah/Hilton Head International,Savannah,GA,448.78,475.87,2016
TYS,McGhee Tyson,Knoxville,TN,490.15,519.73,2016
SFB,Orlando Sanford International,Sanford,FL,110.75,117.44,2016
KOA,Ellison Onizuka Kona International at Keahole,Kona,HI,314.91,333.91,2016
ISP,Long Island MacArthur,Islip,NY,323.53,343.05,2016
LIH,Lihue Airport,Lihue,HI,276.26,292.93,2016
GSO,Piedmont Triad International,Greensboro/High Point,NC,456.76,484.33,2016
PNS,Pensacola International,Pensacola,FL,454.77,482.22,2016
HPN,Westchester County,White Plains,NY,404.07,428.45,2016
ICT,Wichita Dwight D Eisenhower National,Wichita,KS,405.7,430.18,2016
COS,City of Colorado Springs Municipal,Colorado Springs,CO,431.28,457.31,2016
PIE,St Pete Clearwater International,St. Petersburg,FL,109.49,116.1,2016
DAY,James M Cox/Dayton International,Dayton,OH,427.59,453.4,2016
FAT,Fresno Yosemite International,Fresno,CA,433.13,459.27,2016
XNA,Northwest Arkansas Regional,Fayetteville,AR,559.52,593.29,2016
AZA,Phoenix - Mesa Gateway,Phoenix,AZ,127.51,135.2,2016
BTV,Burlington International,Burlington,VT,426.35,452.08,2016
MDT,Harrisburg International,Harrisburg,PA,471.98,500.46,2016
LEX,Blue Grass,Lexington,KY,427.2,452.98,2016
PSP,Palm Springs International,Palm Springs,CA,376.95,399.7,2016
MYR,Myrtle Beach International,Myrtle Beach,SC,332.95,353.04,2016
CID,The Eastern Iowa,Cedar Rapids/Iowa City,IA,420.62,446.01,2016
MAF,Midland International Air and Space Port,Midland/Odessa,TX,422.05,447.52,2016
EUG,Mahlon Sweet Field,Eugene,OR,357.13,378.68,2016
PGD,Punta Gorda Airport,Punta Gorda,FL,120.02,127.26,2016
SRQ,Sarasota/Bradenton International,Sarasota/Bradenton,FL,405.68,430.16,2016
FSD,Joe Foss Field,Sioux Falls,SD,389.45,412.95,2016
CHA,Lovell Field,Chattanooga,TN,423.89,449.47,2016
HSV,Huntsville International-Carl T Jones Field,Huntsville,AL,569.96,604.36,2016
CAE,Columbia Metropolitan,Columbia,SC,433.46,459.62,2016
AVL,Asheville Regional,Asheville,NC,403.93,428.31,2016
MFR,Rogue Valley International - Medford,Medford,OR,365.42,387.47,2016
SGF,Springfield-Branson National,Springfield,MO,455.45,482.94,2016
BZN,Bozeman Yellowstone International,Bozeman,MT,450.02,477.18,2016
BLI,Bellingham International,Bellingham,WA,219.52,232.76,2016
ILM,Wilmington International,Wilmington,NC,439.57,466.1,2016
ITO,Hilo International,Hilo,HI,246.28,261.15,2016
LBB,Lubbock Preston Smith International,Lubbock,TX,407.18,431.75,2016
CAK,Akron-Canton Regional,Akron,OH,332.78,352.86,2016
VPS,Eglin AFB Destin Fort Walton Beach,Valparaiso,FL,512.26,543.17,2016
FAI,Fairbanks International,Fairbanks,AK,427.6,453.4,2016
JAN,Jackson Medgar Wiley Evers International,Jackson/Vicksburg,MS,520.54,551.95,2016
ACY,Atlantic City International,Atlantic City,NJ,130.03,137.88,2016
TTN,Trenton Mercer,Trenton,NJ,150.71,159.8,2016
ABE,Lehigh Valley International,Allentown/Bethlehem/Easton,PA,304.02,322.37,2016
FAR,Hector International,Fargo,ND,441.84,468.51,2016
PSC,Tri Cities,Pasco/Kennewick/Richland,WA,369.03,391.3,2016
FWA,Fort Wayne International,Fort Wayne,IN,377.52,400.3,2016
RDM,Roberts Field,Bend/Redmond,OR,410.09,434.83,2016
BIL,Billings Logan International,Billings,MT,410.16,434.92,2016
FNT,Bishop International,Flint,MI,383.26,406.39,2016
SBN,South Bend International,South Bend,IN,324.47,344.05,2016
MSO,Missoula International,Missoula,MT,400.1,424.25,2016
MLI,Quad City International,Moline,IL,374.35,396.94,2016
PIA,General Downing - Peoria International,Peoria,IL,320.65,340,2016
BTR,Baton Rouge Metropolitan/Ryan Field,Baton Rouge,LA,489.3,518.83,2016
CHO,Charlottesville Albemarle,Charlottesville,VA,419.9,445.24,2016
SBA,Santa Barbara Municipal,Santa Barbara,CA,519.52,550.87,2016
MFE,McAllen Miller International,Mission/McAllen/Edinburg,TX,464.36,492.38,2016
ECP,Northwest Florida Beaches International,Panama City,FL,463.41,491.38,2016
TLH,Tallahassee International,Tallahassee,FL,574.79,609.48,2016
ATW,Appleton International,Appleton,WI,468.66,496.94,2016
AMA,Rick Husband Amarillo International,Amarillo,TX,423.87,449.45,2016
DAB,Daytona Beach International,Daytona Beach,FL,363.37,385.3,2016
AGS,Augusta Regional at Bush Field,Augusta,GA,445.93,472.84,2016
CRP,Corpus Christi International,Corpus Christi,TX,438.81,465.29,2016
BQN,Rafael Hernandez,Aguadilla,PR,235.07,249.25,2016
BIS,Bismarck Municipal,Bismarck/Mandan,ND,378.2,401.02,2016
ROA,Roanoke Blacksburg Regional Woodrum Field,Roanoke,VA,512.33,543.25,2016
BGR,Bangor International,Bangor,ME,332.24,352.29,2016
AVP,Wilkes Barre Scranton International,Scranton/Wilkes-Barre,PA,361.86,383.7,2016
GRB,Green Bay Austin Straubel International,Green Bay,WI,661.55,701.47,2016
SHV,Shreveport Regional,Shreveport,LA,529.61,561.57,2016
HRL,Valley International,Harlingen/San Benito,TX,372.76,395.26,2016
STT,Cyril E King,Charlotte Amalie,VI,408.39,433.04,2016
GPT,Gulfport-Biloxi International,Gulfport/Biloxi,MS,472.22,500.72,2016
FAY,Fayetteville Regional/Grannis Field,Fayetteville,NC,434.28,460.49,2016
GNV,Gainesville Regional,Gainesville,FL,457.77,485.4,2016
RAP,Rapid City Regional,Rapid City,SD,471.52,499.98,2016
MOB,Mobile Regional,Mobile,AL,554.86,588.34,2016
SBP,San Luis County Regional,San Luis Obispo,CA,517.95,549.21,2016
FCA,Glacier Park International,Kalispell,MT,459.77,487.51,2016
JNU,Juneau International,Juneau,AK,375.54,398.21,2016
MLB,Melbourne International,Melbourne,FL,395,418.84,2016
LFT,Lafayette Regional Paul Fournet Field,Lafayette,LA,580.83,615.88,2016
EVV,Evansville Regional,Evansville,IN,551.27,584.54,2016
SWF,Stewart International,Newburgh/Poughkeepsie,NY,316.53,335.63,2016
BLV,Scott AFB/MidAmerica,Belleville,IL,88.23,93.56,2016
PHF,Newport News/Williamsburg International,Newport News/Williamsburg,VA,472.91,501.45,2016
STS,Charles M. Schulz - Sonoma County,Santa Rosa,CA,271.28,287.66,2016
GJT,Grand Junction Regional,Grand Junction,CO,500.85,531.07,2016
LCK,Rickenbacker International,Columbus,OH,101.15,107.25,2016
BMI,Central Illinois Regional,Bloomington/Normal,IL,383.44,406.58,2016
TVC,Cherry Capital,Traverse City,MI,565.49,599.62,2016
TRI,Tri Cities,Bristol/Johnson City/Kingsport,TN,503.2,533.57,2016
