code,name,city,state,fare,adj_fare,year
PHF,Newport News/Williamsburg International,Newport News/Williamsburg,VA,234.14,322.06,2003
GJT,Grand Junction Regional,Grand Junction,CO,417.83,574.71,2003
BMI,Central Illinois Regional,Bloomington/Normal,IL,287.5,395.44,2003
TVC,Cherry Capital,Traverse City,MI,388.43,534.28,2003
TRI,Tri Cities,Bristol/Johnson City/Kingsport,TN,443.9,610.57,2003
CRW,Yeager,Charleston/Dunbar,WV,404.54,556.44,2003
EYW,Key West International,Key West,FL,414.49,570.12,2003
GTF,Great Falls International,Great Falls,MT,410.94,565.23,2003
OAJ,Albert J Ellis,Jacksonville/Camp Lejeune,NC,406.17,558.68,2003
MOT,Minot International,Minot,ND,450.67,619.89,2003
MRY,Monterey Regional,Monterey,CA,430.21,591.75,2003
JAC,Jackson Hole,Jackson,WY,446.87,614.66,2003
DRO,Durango La Plata County,Durango,CO,401.49,552.24,2003
RST,Rochester International,Rochester,MN,431.56,593.6,2003
LAN,Capital Region International,Lansing,MI,357.85,492.22,2003
ELM,Elmira/Corning Regional,Elmira/Corning,NY,391.4,538.36,2003
MGM,Montgomery Regional,Montgomery,AL,391.02,537.84,2003
RFD,Chicago/Rockford International,Rockford,IL,107,147.18,2003
STX,Henry E. Rohlsen,Christiansted,VI,390.32,536.88,2003
TOL,Toledo Express,Toledo,OH,310.17,426.64,2003
AZO,Kalamazoo/Battle Creek International,Kalamazoo,MI,395.58,544.11,2003
IDA,Idaho Falls Regional,Idaho Falls,ID,450.37,619.47,2003
ASE,Aspen Pitkin County Sardy Field,Aspen,CO,508.89,699.97,2003
SCK,Stockton Metropolitan,Stockton,CA,313.43,431.12,2003
LBE,Arnold Palmer Regional,Latrobe,PA,448.78,617.29,2003
DLH,Duluth International,Duluth,MN,470.73,647.48,2003
HTS,Tri-State/Milton J. Ferguson Field,Ashland,WV,438.08,602.57,2003
MBS,MBS International,Saginaw/Bay City/Midland,MI,368.09,506.3,2003
SGU,St George Regional,St. George,UT,372.94,512.96,2003
SCE,University Park,State College,PA,456.01,627.23,2003
GFK,Grand Forks International,Grand Forks,ND,443.35,609.82,2003
COU,Columbia Regional,Columbia,MO,428.37,589.21,2003
CWA,Central Wisconsin,Mosinee,WI,375.61,516.64,2003
EWN,Coastal Carolina Regional,New Bern/Morehead/Beaufort,NC,411.88,566.53,2003
HLN,Helena Regional,Helena,MT,430.95,592.75,2003
BFL,Meadows Field,Bakersfield,CA,404.15,555.91,2003
LNK,Lincoln Airport,Lincoln,NE,360.02,495.2,2003
CMI,University of Illinois/Willard,Champaign/Urbana,IL,420.07,577.8,2003
LSE,La Crosse Regional,La Crosse,WI,411.53,566.05,2003
AEX,Alexandria International,Alexandria,LA,424.67,584.12,2003
PSE,Mercedita,Ponce,PR,440,605.21,2003
MLU,Monroe Regional,Monroe,LA,411.42,565.9,2003
ITH,Ithaca Tompkins Regional,Ithaca/Cortland,NY,442.11,608.11,2003
LYH,Lynchburg Regional/Preston Glenn Field,Lynchburg,VA,525.34,722.6,2003
KTN,Ketchikan International,Ketchikan,AK,397.56,546.83,2003
ERI,Erie International/Tom Ridge Field,Erie,PA,344.47,473.81,2003
CPR,Casper/Natrona County International,Casper,WY,465.07,639.69,2003
ORH,Worcester Regional,Worcester,MA,311.61,428.62,2003
LRD,Laredo International,Laredo,TX,380.92,523.95,2003
BRO,Brownsville South Padre Island International,Brownsville,TX,469.73,646.1,2003
SPI,Abraham Lincoln Capital,Springfield,IL,294.28,404.78,2003
FSM,Fort Smith Regional,Fort Smith,AR,397.04,546.12,2003
ABI,Abilene Regional,Abilene,TX,373.74,514.07,2003
SAF,Santa Fe Municipal,Santa Fe,NM,599.08,824.02,2003
MHK,Manhattan Regional,Manhattan/Ft. Riley,KS,480.06,660.31,2003
GRI,Central Nebraska Regional,Grand Island,NE,367.16,505.02,2003
GUM,Guam International,Guam,TT,806.6,1109.45,2003
YUM,Yuma MCAS/Yuma International,Yuma,AZ,406.79,559.53,2003
ISN,Sloulin Field International,Williston,ND,597.2,821.43,2003
BET,Bethel Airport,Bethel,AK,365.8,503.15,2003
CLL,Easterwood Field,College Station/Bryan,TX,443.1,609.48,2003
YKM,Yakima Air Terminal/McAllister Field,Yakima,WA,308.86,424.83,2003
SUN,Friedman Memorial,Sun Valley/Hailey/Ketchum,ID,451.69,621.29,2003
MTJ,Montrose Regional,Montrose/Delta,CO,448.75,617.24,2003
SBY,Salisbury-Ocean City/Wicomico Regional,Salisbury,MD,379.62,522.16,2003
ACV,California Redwood Coast Humboldt County,Arcata/Eureka,CA,356.71,490.64,2003
PUW,Pullman Moscow Regional,Pullman,WA,330.39,454.44,2003
EAT,Pangborn Memorial,Wenatchee,WA,293.46,403.64,2003
FLG,Flagstaff Pulliam,Flagstaff,AZ,424.99,584.57,2003
LWS,Lewiston Nez Perce County,Lewiston,ID,312.57,429.93,2003
LCH,Lake Charles Regional,Lake Charles,LA,476.12,654.89,2003
SIT,Sitka Rocky Gutierrez,Sitka,AK,290.37,399.39,2003
EGE,Eagle County Regional,Eagle,CO,476.63,655.6,2003
PIH,Pocatello Regional,Pocatello,ID,399.94,550.1,2003
ACT,Waco Regional,Waco,TX,431.52,593.54,2003
PSM,Portsmouth International at Pease,Portsmouth,NH,116.04,159.6,2003
PGV,Pitt Greenville,Greenville,NC,393.5,541.25,2003
ROW,Roswell International Air Center,Roswell,NM,606.17,833.77,2003
SJT,San Angelo Regional/Mathis Field,San Angelo,TX,413.59,568.88,2003
TYR,Tyler Pounds Regional,Tyler,TX,450.38,619.48,2003
TWF,Joslin Field - Magic Valley Regional,Twin Falls,ID,407.51,560.52,2003
MQT,Sawyer International,Marquette,MI,366.38,503.94,2003
ALW,Walla Walla Regional,Walla Walla,WA,310.52,427.12,2003
FLO,Florence Regional,Florence,SC,492.8,677.83,2003
ACK,Nantucket Memorial,Nantucket,MA,378.41,520.49,2003
VLD,Valdosta Regional,Valdosta,GA,435.7,599.3,2003
DHN,Dothan Regional,Dothan,AL,482.71,663.95,2003
ADQ,Kodiak Airport,Kodiak,AK,526.04,723.55,2003
SUX,Sioux Gateway/Col. Bud Day Field,Sioux City,IA,454.75,625.5,2003
SCC,Deadhorse Airport,Deadhorse,AK,375.5,516.49,2003
LAW,Lawton-Fort Sill Regional,Lawton/Fort Sill,OK,412.19,566.96,2003
RDD,Redding Municipal,Redding,CA,379.51,522,2003
SPS,Sheppard AFB/Wichita Falls Municipal,Wichita Falls,TX,409.84,563.72,2003
CKB,North Central West Virginia,Clarksburg/Fairmont,WV,497.9,684.85,2003
JLN,Joplin Regional,Joplin,MO,496.02,682.26,2003
BGM,Greater Binghamton/Edwin A. Link Field,Binghamton,NY,425.15,584.79,2003
GTR,Golden Triangle Regional,Columbus,MS,466.49,641.65,2003
TXK,Texarkana Regional-Webb Field,Texarkana,AR,479.52,659.57,2003
DBQ,Dubuque Regional,Dubuque,IA,337.59,464.34,2003
HVN,Tweed New Haven,New Haven,CT,448.58,617.01,2003
CSG,Columbus Airport,Columbus,GA,462.23,635.79,2003
ABY,Southwest Georgia Regional,Albany,GA,514.26,707.35,2003
OME,Nome Airport,Nome,AK,461.78,635.16,2003
OTZ,Ralph Wien Memorial,Kotzebue,AK,438.14,602.65,2003
BRW,Wiley Post/Will Rogers Memorial,Barrow,AK,493.04,678.17,2003
COD,Yellowstone Regional,Cody,WY,442.01,607.98,2003
BJI,Bemidji Regional,Bemidji,MN,461.5,634.78,2003
HDN,Yampa Valley,Hayden,CO,455.85,627.01,2003
PPG,Pago Pago International,Pago Pago,TT,717.27,986.58,2003
ABR,Aberdeen Regional,Aberdeen,SD,422.81,581.56,2003
BQK,Brunswick Golden Isles,Brunswick,GA,372.2,511.95,2003
SMX,Santa Maria Public/Capt. G. Allan Hancock Field,Santa Maria,CA,442.91,609.21,2003
BPT,Jack Brooks Regional,Beaumont/Port Arthur,TX,431.84,593.99,2003
STC,St. Cloud Regional,St. Cloud,MN,464.73,639.23,2003
BTM,Bert Mooney,Butte,MT,429.21,590.37,2003
ART,Watertown International,Watertown,NY,521.07,716.72,2003
HGR,Hagerstown Regional-Richard A. Henson Field,Hagerstown,MD,411.1,565.45,2003
OGS,Ogdensburg International,Ogdensburg,NY,442.31,608.39,2003
GGG,East Texas Regional,Longview,TX,470.72,647.46,2003
GCC,Gillette Campbell County,Gillette,WY,598.93,823.81,2003
GCK,Garden City Regional,Garden City,KS,477.32,656.55,2003
MVY,Martha's Vineyard Airport,Martha's Vineyard,MA,431.6,593.66,2003
CIU,Chippewa County International,Sault Ste. Marie,MI,422.4,581.01,2003
SPN,Francisco C. Ada Saipan International,Saipan,TT,387.27,532.69,2003
RHI,Rhinelander/Oneida County,Rhinelander,WI,406.23,558.76,2003
RKS,Southwest Wyoming Regional,Rock Springs,WY,406.59,559.25,2003
BRD,Brainerd Lakes Regional,Brainerd,MN,494.53,680.21,2003
IPT,Williamsport Regional,Williamsport,PA,402.89,554.17,2003
EAU,Chippewa Valley Regional,Eau Claire,WI,427.12,587.5,2003
HOB,Lea County Regional,Hobbs,NM,537,738.63,2003
ALO,Waterloo Regional,Waterloo,IA,386.37,531.44,2003
MEI,Key Field,Meridian,MS,481.94,662.9,2003
PAH,Barkley Regional,Paducah,KY,379.36,521.8,2003
PLN,Pellston Regional Airport of Emmet County,Pellston,MI,443.75,610.37,2003
DUT,Unalaska Airport,Unalaska,AK,677.5,931.88,2003
CMX,Houghton County Memorial,Hancock/Houghton,MI,402.28,553.33,2003
IMT,Ford,Iron Mountain/Kingsfd,MI,373.27,513.42,2003
OWB,Owensboro Daviess County Regional,Owensboro,KY,408.73,562.19,2003
HHH,Hilton Head Airport,Hilton Head,SC,477.12,656.26,2003
MKG,Muskegon County,Muskegon,MI,378.93,521.21,2003
EKO,Elko Regional,Elko,NV,383.75,527.84,2003
LAR,Laramie Regional,Laramie,WY,641.07,881.78,2003
DIK,Dickinson - Theodore Roosevelt Regional,Dickinson,ND,719.9,990.21,2003
ESC,Delta County,Escanaba,MI,307.27,422.64,2003
PSG,Petersburg James A Johnson,Petersburg,AK,310.17,426.63,2003
HIB,Range Regional,Hibbing,MN,489.74,673.62,2003
CDC,Cedar City Regional,Cedar City,UT,377.58,519.35,2003
BFF,Western Neb. Regional/William B. Heilig Field,Scottsbluff,NE,612.81,842.9,2003
LBF,North Platte Regional Airport Lee Bird Field,North Platte,NE,557.58,766.93,2003
SHD,Shenandoah Valley Regional,Staunton,VA,510.32,701.94,2003
CDV,Merle K Mudhole Smith,Cordova,AK,392,539.19,2003
HYS,Hays Regional,Hays,KS,541.5,744.82,2003
GUC,Gunnison-Crested Butte Regional,Gunnison,CO,433.56,596.35,2003
SLN,Salina Regional,Salina,KS,204.03,280.64,2003
JMS,Jamestown Regional,Jamestown,ND,446.33,613.92,2003
WRG,Wrangell Airport,Wrangell,AK,317.93,437.3,2003
CGI,Cape Girardeau Regional,Cape Girardeau,MO,350.71,482.39,2003
AKN,King Salmon Airport,King Salmon,AK,330.47,454.56,2003
UIN,Quincy Regional-Baldwin Field,Quincy,IL,392.06,539.27,2003
APN,Alpena County Regional,Alpena,MI,458.2,630.24,2003
PUB,Pueblo Memorial,Pueblo,CO,189.7,260.93,2003
INL,Falls International Einarson Field,International Falls,MN,428.81,589.81,2003
PRC,Ernest A. Love Field,Prescott,AZ,329.84,453.69,2003
PIB,Hattiesburg-Laurel Regional,Hattiesburg/Laurel,MS,372.86,512.86,2003
VEL,Vernal Regional,Vernal,UT,539.56,742.15,2003
TBN,Waynesville-St. Robert Regional Forney Field,Fort Leonard Wood,MO,451.53,621.07,2003
CNY,Canyonlands Field,Moab,UT,488.5,671.92,2003
DLG,Dillingham Airport,Dillingham,AK,543.54,747.62,2003
DVL,Devils Lake Regional,Devils Lake,ND,494.5,680.17,2003
MKK,Molokai,Hoolehua,HI,120.75,166.09,2003
ENA,Kenai Municipal,Kenai,AK,683.55,940.21,2003
HYA,Barnstable Municipal-Boardman/Polando Field,Hyannis,MA,360.55,495.92,2003
OTH,Southwest Oregon Regional,North Bend/Coos Bay,OR,312.71,430.13,2003
PQI,Northern Maine Regional at Presque Isle,Presque Isle/Houlton,ME,425.6,585.4,2003
YAK,Yakutat Airport,Yakutat,AK,296.64,408.02,2003
LWB,Greenbrier Valley,Lewisburg,WV,420.4,578.25,2003
LBL,Liberal Mid-America Regional,Liberal,KS,421.5,579.76,2003
EAR,Kearney Regional,Kearney,NE,505.58,695.41,2003
LNY,Lanai Airport,Lanai,HI,86.85,119.45,2003
HOM,Homer Airport,Homer,AK,791.77,1089.06,2003
LEB,Lebanon Municipal,Lebanon-Hanover,NH,471.64,648.72,2003
MWA,Veterans Airport of Southern Illinois,Marion/Herrin,IL,430.07,591.55,2003
JHM,Kapalua Airport,Kapalua,HI,186.59,256.65,2003
AUG,Augusta State,Augusta/Waterville,ME,390.09,536.56,2003
RUT,Rutland - Southern Vermont Regional,Rutland,VT,535.83,737.03,2003
PVC,Provincetown Municipal,Provincetown,MA,351.17,483.02,2003
GST,Gustavus Airport,Gustavus,AK,967,1330.08,2003
RKD,Knox County Regional,Rockland,ME,360.35,495.66,2003
BHB,Hancock County-Bar Harbor,Bar Harbor,ME,415.62,571.67,2003
ALS,San Luis Valley Regional/Bergman Field,Alamosa,CO,537.64,739.51,2003
CDB,Cold Bay Airport,Cold Bay,AK,687.93,946.23,2003
CYS,Cheyenne Regional/Jerry Olson Field,Cheyenne,WY,532.42,732.33,2003
IRK,Kirksville Regional,Kirksville,MO,443.78,610.41,2003
DEC,Decatur Airport,Decatur,IL,271.63,373.62,2003
ADK,Adak,Adak Island,AK,1160,1595.55,2003
DDC,Dodge City Regional,Dodge City,KS,515.67,709.29,2003
VDZ,Valdez Pioneer Field,Valdez,AK,900.22,1238.23,2003
SDY,Sidney Richland Regional,Sidney,MT,430,591.45,2003
SDP,Sand Point,Sandpoint,AK,900.88,1239.13,2003
MAZ,Eugenio Maria de Hostos,Mayaguez,PR,405.4,557.61,2003
PIR,Pierre Regional,Pierre,SD,477.48,656.76,2003
CEZ,Cortez Municipal,Cortez,CO,573.67,789.06,2003
IFP,Laughlin/Bullhead International,Bullhead City,AZ,115.05,158.25,2003
IPL,Imperial County,El Centro,CA,372.79,512.76,2003
MCK,McCook Ben Nelson Regional,McCook,NE,522.83,719.14,2003
PDT,Eastern Oregon Regional at Pendleton,Pendleton,OR,285.7,392.97,2003
CDR,Chadron Municipal,Chadron,NE,576.6,793.1,2003
TEX,Telluride Regional,Telluride,CO,516.2,710.02,2003
GGW,Wokal Field/Glasgow International,Glasgow,MT,516.5,710.43,2003
ATY,Watertown Regional,Watertown,SD,434.22,597.27,2003
TVF,Thief River Falls Regional,Thief River Falls,MN,439.62,604.69,2003
MSS,Massena International-Richards Field,Massena,NY,484.41,666.3,2003
SNP,St. Paul Island,St. Paul,AK,732.41,1007.41,2003
GDV,Dawson Community,Glendive,MT,1002.4,1378.78,2003
OLF,L. M. Clayton,Wolf Point,MT,798.44,1098.24,2003
MSL,Northwest Alabama Regional,Muscle Shoals,AL,390.44,537.04,2003
AOO,Altoona-Blair County,Altoona,PA,495.03,680.9,2003
DUJ,DuBois Regional,DuBois,PA,472.86,650.41,2003
AIA,Alliance Municipal,Alliance,NE,540.67,743.67,2003
PGA,Page Municipal,Page,AZ,539,741.38,2003
MGW,Morgantown Municipal-Walter L. Bill Hart Field,Morgantown,WV,570.32,784.47,2003
HVR,Havre City-County,Havre,MT,438.6,603.28,2003
GLH,Greenville Mid Delta,Greenville,MS,402.28,553.33,2003
CVN,Clovis Municipal,Clovis,NM,274,376.88,2003
JST,John Murtha Johnstown-Cambria County,Johnstown,PA,520.15,715.45,2003
MCG,McGrath Airport,McGrath,AK,549.33,755.59,2003
BFD,Bradford Regional,Bradford,PA,397.97,547.4,2003
MCE,Merced Regional/Macready Field,Merced,CA,572,786.77,2003
VCT,Victoria Regional,Victoria,TX,406.79,559.52,2003
LNS,Lancaster Airport,Lancaster,PA,320.45,440.77,2003
FKL,Venango Regional,Franklin/Oil City,PA,378.77,520.99,2003
WMO,White Mountain Airport,White Mountain,AK,660,907.81,2003
CYF,Chefornak Airport,Chefornak,AK,603,829.41,2003
OOK,Toksook Bay,Toksook,AK,667,917.44,2003
AGN,Angoon Seaplane Base,Angoon,AK,512,704.24,2003
AHN,Athens/Ben Epps,Athens,GA,420.79,578.79,2003
AKB,Atka Airport,Atka,AK,1689.33,2323.64,2003
AKO,Colorado Plains Regional,Akron,CO,108,148.55,2003
ANI,Aniak Airport,Aniak,AK,251,345.24,2003
APF,Naples Municipal,Naples,FL,404.73,556.7,2003
BED,Laurence G Hanscom Field,Bedford,MA,395.85,544.48,2003
BKW,Raleigh County Memorial,Beckley,WV,360.26,495.53,2003
BKX,Brookings Regional,Brookings,SD,360.33,495.63,2003
BLF,Mercer County,Princeton/Bluefield,WV,326,448.4,2003
BRL,Southeast Iowa Regional,Burlington,IA,384.69,529.13,2003
BWD,Brownwood Regional,Brownwood,TX,360,495.17,2003
CEC,Jack McNamara Field,Crescent City,CA,335.71,461.76,2003
CIC,Chico Municipal,Chico,CA,408.7,562.16,2003
CIK,Chalkyitsik Airport,Chalkyitsik,AK,442,607.96,2003
CLD,McClellan-Palomar,Carlsbad,CA,454.46,625.09,2003
CLM,William R. Fairchild International,Port Angeles,WA,287.25,395.11,2003
EFD,Ellington,Houston,TX,392.51,539.89,2003
ELD,South Arkansas Regional at Goodwin Field,El Dorado,AR,728,1001.35,2003
ELY,Ely Airport/Yelland Field,Ely,NV,665,914.69,2003
FMN,Four Corners Regional,Farmington,NM,483.53,665.09,2003
FOD,Fort Dodge Regional,Fort Dodge,IA,382.97,526.77,2003
FOE,Topeka Regional,Topeka,KS,128.29,176.46,2003
GAL,Edward G. Pitka Sr.,Galena,AK,677,931.2,2003
GAM,Gambell Airport,Gambell,AK,1442.5,1984.12,2003
GBD,Great Bend Municipal,Great Bend,KS,549,755.14,2003
GLV,Golovin Airport,Golovin,AK,721,991.72,2003
GNU,Goodnews,Goodnews Bay,AK,484,665.73,2003
GON,Groton-New London,New London/Groton,CT,462.58,636.26,2003
GPZ,Grand Rapids/Itasca County-Gordon Newstrom Field,Grand Rapids,MN,466.46,641.61,2003
GYY,Gary/Chicago International,Gary,IN,109,149.93,2003
HII,Lake Havasu City Airport,Lake Havasu City,AZ,365.07,502.15,2003
HNH,Hoonah Airport,Hoonah,AK,638,877.55,2003
HNS,Haines Airport,Haines,AK,430,591.45,2003
HOT,Memorial Field,Hot Springs,AR,534,734.5,2003
HPB,Hooper Bay Airport,Hooper Bay,AK,861,1184.28,2003
HRO,Boone County,Harrison,AR,568.4,781.82,2003
IGM,Kingman Airport,Kingman,AZ,372.94,512.98,2003
IKO,Nikolski AS,Nikolski,AK,1067,1467.63,2003
ILE,Skylark Field,Killeen,TX,422.35,580.94,2003
IWD,Gogebic-Iron County,Ironwood,MI,251.52,345.96,2003
IYK,Inyokern Airport,Inyokern,CA,588.64,809.67,2003
JHW,Chautauqua County/Jamestown,Jamestown,NY,395.97,544.65,2003
JON,Johnston Atoll,Johnston Island,TT,455.25,626.19,2003
KAE,Kake Seaplane Base,Kake,AK,400,550.19,2003
KCL,Chignik Lagoon Airport,Chignik Lagoon,AK,1084,1491.02,2003
KLW,Klawock Airport,Klawock,AK,790,1086.63,2003
KMO,Manokatak Seaplane Base,Manokotak,AK,480.5,660.92,2003
KPN,Kipnuk Airport,Kipnuk,AK,348,478.67,2003
KQA,Akutan Airport,Akutan,AK,1086.5,1494.45,2003
KVC,King Cove Airport,King Cove,AK,878.5,1208.36,2003
KVL,Kivalina Airport,Kivalina,AK,745,1024.73,2003
KWT,Kwethluk Airport,Kwethluk,AK,403,554.32,2003
LAF,Purdue University,Lafayette,IN,342.5,471.1,2003
LMT,Crater Lake Klamath Regional,Klamath Falls,OR,325.63,447.9,2003
LWT,Lewistown Municipal,Lewistown,MT,350,481.42,2003
MBL,Manistee County-Blacker,Manistee/Ludington,MI,293.91,404.26,2003
MCN,Middle Georgia Regional,Macon,GA,473.46,651.23,2003
MCW,Mason City Municipal,Mason City,IA,400.15,550.4,2003
MKL,McKellar-Sipes Regional,Jackson,TN,427.71,588.31,2003
MLS,Frank Wiley Field,Miles City,MT,339,466.29,2003
MOD,Modesto City-County-Harry Sham Field,Modesto,CA,522.31,718.42,2003
MOU,Mountain Village Airport,Mountain Village,AK,602,828.04,2003
MTM,Metlakatala,Metlakatla,AK,551,757.89,2003
MWH,Grant County International,Moses Lake,WA,390.88,537.65,2003
MYU,Mekoryuk Airport,Mekoryuk,AK,632,869.3,2003
OFK,Norfolk Regional/Karl Stefan Memorial Field,Norfolk,NE,391,537.81,2003
OLM,Olympia Regional,Olympia,WA,453,623.09,2003
OSH,Wittman Regional,Oshkosh,WI,436.75,600.74,2003
OXR,Oxnard,Oxnard/Ventura,CA,533.44,733.74,2003
PFN,Bay County,Panama City,FL,455.1,625.98,2003
PHO,Point Hope Airport,Point Hope,AK,1012,1391.98,2003
PIP,Pilot Point Airport,Pilot Point,AK,657.5,904.38,2003
PIZ,Point Lay LRRS,Point Lay,AK,1063,1462.13,2003
PKA,Napaskiak Airport,Napaskiak,AK,491,675.36,2003
PKB,Mid-Ohio Valley Regional,Parkersburg,WV,563.94,775.69,2003
PLB,Clinton County,Plattsburgh,NY,1027.33,1413.07,2003
PNC,Ponca City Regional,Ponca City,OK,220,302.6,2003
RDG,Reading Regional/Carl A Spaatz Field,Reading,PA,454.9,625.71,2003
RIW,Riverton Regional,Riverton/Lander,WY,578.44,795.63,2003
SHR,Sheridan County,Sheridan,WY,654.81,900.67,2003
STG,St. George Island Airport,St. George Island,AK,945,1299.82,2003
TAL,Ralph M Calhoun Memorial,Tanana,AK,280,385.13,2003
TOG,Togiak Airport,Togiak,AK,522,718,2003
TUP,Tupelo Regional,Tupelo,MS,462.55,636.23,2003
UNK,Unalakleet Airport,Unalakleet,AK,755,1038.48,2003
VAK,Chevak Airport,Chevak,AK,604,830.79,2003
VIS,Visalia Municipal,Visalia,CA,277.38,381.52,2003
WAA,Wales Airport,Wales,AK,1462,2010.95,2003
WAS,Washington DC Metropolitan Area,Washington,DC,647,889.93,2003
WDG,Enid Woodring Regional,Enid,OK,394,541.94,2003
WRL,Worland Municipal,Worland,WY,619.63,852.28,2003
WTK,Noatak Airport,Noatak,AK,1769,2433.22,2003
WTL,Tuntutuliak Airport,Tuntutuliak,AK,467.5,643.03,2003
LAX,Los Angeles International,Los Angeles,CA,321.49,434.44,2004
ORD,Chicago O'Hare International,Chicago-O'Hare,IL,343.26,463.87,2004
DEN,Denver International,Denver,CO,344.68,465.78,2004
ATL,Hartsfield-Jackson Atlanta International,Atlanta,GA,318.71,430.68,2004
SFO,San Francisco International,San Francisco,CA,414.41,560.01,2004
BOS,Logan International,Boston,MA,342.36,462.66,2004
SEA,Seattle/Tacoma International,Seattle,WA,320.74,433.43,2004
EWR,Newark Liberty International,Newark,NJ,410.51,554.75,2004
DFW,Dallas/Fort Worth International,Dallas-DFW,TX,397.75,537.51,2004
JFK,John F. Kennedy International,New York-JFK,NY,292.81,395.69,2004
LGA,LaGuardia,New York-La Guardia,NY,322.38,435.64,2004
PHX,Phoenix Sky Harbor International,Phoenix,AZ,252.1,340.68,2004
MCO,Orlando International,Orlando,FL,266.14,359.66,2004
MSP,Minneapolis-St Paul International,Minneapolis,MN,384.93,520.18,2004
LAS,McCarran International,Las Vegas,NV,225.24,304.37,2004
PHL,Philadelphia International,Philadelphia,PA,379.84,513.3,2004
SAN,San Diego International,San Diego,CA,287.61,388.66,2004
DTW,Detroit Metro Wayne County,Detroit,MI,338.6,457.57,2004
BWI,Baltimore/Washington International Thurgood Marshall,Baltimore,MD,274.26,370.62,2004
FLL,Fort Lauderdale-Hollywood International,Fort Lauderdale,FL,241.95,326.96,2004
DCA,Ronald Reagan Washington National,Washington-Reagan National,DC,354.76,479.4,2004
IAH,George Bush Intercontinental/Houston,Houston-Intercontinental,TX,389.74,526.68,2004
PDX,Portland International,Portland,OR,305.64,413.03,2004
TPA,Tampa International,Tampa,FL,270.52,365.57,2004
AUS,Austin - Bergstrom International,Austin,TX,333.49,450.66,2004
SLC,Salt Lake City International,Salt Lake City,UT,306.74,414.51,2004
